canonical_name,benchmark_score,tier
Intel Celeron 1.70GHz,101,D
VIA Nehemiah,101,D
Intel Pentium 4 1700MHz,100,D
Intel Pentium III Mobile 866MHz,99,D
Intel Celeron 1.80GHz,96,D
VIA Esther 1000MHz,95,D
VIA Eden 1200MHz,93,D
ARM Cortex-A7 2 Core 960 MHz,93,D
Intel Pentium 4 1.50GHz,86,D
Intel Pentium 4 1.70GHz,86,D
Intel Pentium 4 1.60GHz,84,D
Intel Pentium 4 1400MHz,83,D
Intel Pentium 4 1500MHz,81,D
VIA Eden 1000MHz,80,D
Intel Pentium 4 1300MHz,77,D
