canonical_name,cpu_name_normal,manufacturer,benchmark_score,cores,tdp,socket,category
AMD Athlon 64 X2 Dual Core 4800+,Athlon 64 X2 Dual Core 4800+,Intel,722,2,65.0,AM2,Desktop
ARM Cortex-A55 4 Core 2100 MHz,ARM Cortex A55 4 Core 2100 MHz,Intel,719,4,,unknown,Unknown
Intel Core2 Duo E4500,Core2 Duo E4500,Intel,718,2,65.0,LGA775,Desktop
Intel Core2 Duo T6570,Core2 Duo T6570,Intel,718,2,35.0,PGA478,Laptop
AMD Athlon 64 X2 Dual Core 4600+,Athlon 64 X2 Dual Core 4600+,Intel,716,2,65.0,AM2,Desktop
Intel Pentium T4200,Pentium T4200,Intel,715,2,35.0,PGA478,Laptop
Intel Core2 Duo E6420,Core2 Duo E6420,Intel,714,2,65.0,PLGA775,Desktop
MediaTek MT6761V/WE,MediaTek MT6761V/WE,Unknown,714,4,,unknown,Mobile/Embedded
Intel Celeron E1600,Celeron E1600,Intel,712,2,65.0,LGA775,Desktop
AMD Athlon II P360 Dual-Core,Athlon II P360 Dual Core,Intel,711,2,25.0,S1g4,Unknown
Intel Atom Z3560,Atom Z3560,Intel,710,4,,unknown,Mobile/Embedded
AMD Athlon 64 FX-60 Dual Core,Athlon 64 FX 60 Dual Core,Intel,709,2,110.0,939,Desktop
Intel Core2 Duo T6400,Core2 Duo T6400,Intel,708,2,35.0,PGA478,Laptop
AMD Turion X2 Dual-Core Mobile RM-75,Turion X2 Dual Core Mobile RM 75,Intel,708,2,35.0,S1,Laptop
Rockchip RK3288,Rockchip RK3288,Unknown,708,4,,unknown,Mobile/Embedded
Intel Celeron B815,Celeron B815,Intel,706,2,35.0,PGA988B,Laptop
Intel Core2 Duo T5870,Core2 Duo T5870,Intel,705,2,35.0,"PPGA478, Socket",Laptop
MT8735T,MT8735T,Unknown,704,4,,unknown,Mobile/Embedded
Intel Atom E3840,Atom E3840,Intel,704,4,,unknown,Unknown
Intel Core2 Duo T7400,Core2 Duo T7400,Intel,702,2,34.0,BGA479,Laptop
Intel Pentium E2210,Pentium E2210,Intel,702,2,65.0,LGA775,Desktop
MT5893,MT5893,Unknown,702,4,,unknown,Mobile/Embedded
Intel Core i3-380UM,i3 380UM,Intel,699,2,18.0,BGA1288,Laptop
AMD Athlon Dual Core 4450e,Athlon Dual Core 4450e,Intel,698,2,45.0,AM2,Desktop
AMD Opteron 1214,Opteron 1214,AMD,696,2,103.0,AM2,Server
Intel Core2 Duo T6500,Core2 Duo T6500,Intel,696,2,35.0,PGA478,Laptop
AMD Athlon II Dual-Core M320,Athlon II Dual Core M320,Intel,696,2,35.0,unknown,Unknown
AMD Opteron 185,Opteron 185,AMD,695,2,110.0,939,Server
AMD Turion X2 Ultra Dual-Core Mobile ZM-86,Turion X2 Ultra Dual Core Mobile ZM 86,Intel,695,2,35.0,S1,Laptop
Intel Core2 Duo T7300,Core2 Duo T7300,Intel,693,2,35.0,BGA479,Laptop
MT6738,MT6738,Unknown,692,8,,unknown,Mobile/Embedded
AMD Athlon 64 X2 Dual Core 4400+,Athlon 64 X2 Dual Core 4400+,Intel,691,2,65.0,AM2,Desktop
Intel Celeron G470,Celeron G470,Intel,691,1,35.0,LGA1155,Desktop
AMD Turion X2 Dual Core Mobile RM-76,Turion X2 Dual Core Mobile RM 76,Intel,691,2,35.0,S1,Laptop
Intel Celeron P4505,Celeron P4505,Intel,689,2,35.0,BGA1288,Laptop
AMD Turion X2 Ultra Dual-Core Mobile ZM-87,Turion X2 Ultra Dual Core Mobile ZM 87,Intel,689,2,35.0,S1,Laptop
Intel Core2 Duo T7250,Core2 Duo T7250,Intel,688,2,35.0,BGA479,Laptop
AMD Athlon X2 Dual Core BE-2400,Athlon X2 Dual Core BE 2400,Intel,688,2,18.0,FT1,Desktop
AMD Athlon Dual Core 4450B,Athlon Dual Core 4450B,Intel,684,2,45.0,AM2+,Desktop
AMD Turion II Neo K685 Dual-Core,Turion II Neo K685 Dual Core,Intel,684,2,15.0,BGA812,Laptop
AMD A4-3300M APU,A4 3300M APU,AMD,683,2,65.0,FM1,Laptop
AMD Opteron 175,Opteron 175,AMD,682,2,110.0,939,Server
Athlon Dual Core 4450e,Athlon Dual Core 4450e,Intel,681,2,45.0,AM2,Desktop
Intel Core2 Duo L7800,Core2 Duo L7800,Intel,680,2,,unknown,Unknown
Intel Pentium D 950,Pentium D 950,Intel,679,2,130.0,PLGA775,Desktop
AMD Athlon II Dual-Core M340,Athlon II Dual Core M340,Intel,676,2,35.0,unknown,Unknown
AMD Athlon II X2 270u,Athlon II X2 270u,AMD,675,2,25.0,AM3,Desktop
AMD Turion 64 X2 Mobile TL-64,Turion 64 X2 Mobile TL 64,AMD,675,2,35.0,S1,Laptop
AMD Athlon II P320 Dual-Core,Athlon II P320 Dual Core,Intel,674,2,25.0,unknown,Unknown
AMD Athlon II P340 Dual-Core,Athlon II P340 Dual Core,Intel,673,2,25.0,S1g4,Unknown
AMD Athlon 64 X2 Dual Core 4200+,Athlon 64 X2 Dual Core 4200+,Intel,672,2,89.0,AM2,Desktop
Intel Pentium E2180,Pentium E2180,Intel,671,2,65.0,LGA775,Desktop
Intel Celeron E1400,Celeron E1400,Intel,671,2,65.0,LGA775,Desktop
Athlon Dual Core 4050e,Athlon Dual Core 4050e,Intel,670,2,45.0,AM2,Desktop
Intel Celeron J3060,Celeron J3060,Intel,668,2,6.0,BGA1170,Desktop
Intel Core2 Duo T5750,Core2 Duo T5750,Intel,667,2,35.0,Socket P,Laptop
Intel Core2 Duo L9300,Core2 Duo L9300,Intel,666,2,17.0,BGA956,Laptop
AMD Turion X2 Dual-Core Mobile RM-72,Turion X2 Dual Core Mobile RM 72,Intel,666,2,35.0,S1,Laptop
VIA QuadCore U4650 @ 1.0+ GHz,VIA QuadCore U4650 @ 1.0+ GHz,Intel,666,4,27.5,unknown,Desktop
AMD E2-3000M APU,E2 3000M APU,AMD,665,2,35.0,FS1,Laptop
Celeron Dual-Core T3000,Celeron Dual Core T3000,Intel,665,2,35.0,PGA478,Laptop
AMD Athlon II N330 Dual-Core,Athlon II N330 Dual Core,Intel,665,2,35.0,unknown,Unknown
Intel Celeron N3060,Celeron N3060,Intel,664,2,6.0,unknown,Laptop
AMD Athlon II X2 260u,Athlon II X2 260u,AMD,663,2,25.0,AM3,Desktop
AMD Athlon 64 X2 Dual Core 4000+,Athlon 64 X2 Dual Core 4000+,Intel,661,2,65.0,AM2,Desktop
ARM Cortex-A72 4 Core 1500 MHz,ARM Cortex A72 4 Core 1500 MHz,Intel,661,4,,unknown,Unknown
AMD Turion Dual-Core RM-75,Turion Dual Core RM 75,Intel,659,2,35.0,S1,Laptop
Intel Core2 Duo T5850,Core2 Duo T5850,Intel,657,2,,Socket P,Laptop
AMD Turion X2 Ultra Dual-Core Mobile ZM-82,Turion X2 Ultra Dual Core Mobile ZM 82,Intel,654,2,35.0,S1,Laptop
ARM Cortex-A72 4 Core 2100 MHz,ARM Cortex A72 4 Core 2100 MHz,Intel,653,4,,unknown,Unknown
Intel Core2 Duo T5900,Core2 Duo T5900,Intel,652,2,,Socket P,Laptop
Intel Atom Z3740,Atom Z3740,Intel,651,4,4.0,UTFCBGA1380,Laptop
Intel Celeron E1500,Celeron E1500,Intel,649,2,65.0,LGA775,Desktop
Intel Celeron B800,Celeron B800,Intel,649,2,35.0,PGA988B,Laptop
AMD Turion Dual-Core RM-72,Turion Dual Core RM 72,Intel,649,2,35.0,S1,Laptop
AMD Opteron 170,Opteron 170,AMD,648,2,110.0,939,Server
M7221,M7221,Unknown,646,4,,unknown,Mobile/Embedded
Intel Core2 Duo T5600,Core2 Duo T5600,Intel,645,2,34.0,PGA478,Laptop
Intel Pentium T3400,Pentium T3400,Intel,645,2,35.0,PPGA478,Laptop
Intel Pentium T3200,Pentium T3200,Intel,644,2,35.0,PPGA478,Laptop
Intel Core2 Duo T7100,Core2 Duo T7100,Intel,643,2,35.0,BGA479,Laptop
Intel Pentium 987,Pentium 987,Intel,642,2,17.0,FCBGA1023,Laptop
Qualcomm MSM8974,Qualcomm MSM8974,Unknown,642,4,,unknown,Mobile/Embedded
Samsung EXYNOS5420,Samsung EXYNOS5420,Unknown,642,4,,unknown,Mobile/Embedded
AMD Athlon 64 X2 QL-66,Athlon 64 X2 QL 66,AMD,641,2,35.0,S1,Laptop
AMD A4-3320M APU,A4 3320M APU,AMD,640,2,35.0,FS1,Laptop
Intel Core2 Duo T5800,Core2 Duo T5800,Intel,638,2,35.0,PGA478,Laptop
Intel Pentium E2160,Pentium E2160,Intel,636,2,65.0,LGA775,Desktop
Intel Pentium 2129Y,Pentium 2129Y,Intel,635,2,10.0,FCBGA1023,Laptop
Intel Core2 Duo T5300,Core2 Duo T5300,Intel,635,2,34.0,PGA478,Laptop
AMD Turion X2 Dual-Core Mobile RM-77,Turion X2 Dual Core Mobile RM 77,Intel,635,2,35.0,S1,Laptop
AMD Athlon 64 X2 Dual-Core TK-57,Athlon 64 X2 Dual Core TK 57,Intel,634,2,31.0,unknown,Unknown
Intel Core2 Duo E4400,Core2 Duo E4400,Intel,632,2,65.0,LGA775,Desktop
AMD Athlon II Dual-Core M300,Athlon II Dual Core M300,Intel,631,2,35.0,unknown,Unknown
AMD Turion 64 X2 Mobile TL-66,Turion 64 X2 Mobile TL 66,AMD,627,2,35.0,S1,Laptop
Celeron Dual-Core T3300,Celeron Dual Core T3300,Intel,627,2,35.0,μFCPGA-478,Laptop
Intel Pentium 967,Pentium 967,Intel,626,2,17.0,FCBGA1023,Laptop
Intel Atom C2358,Atom C2358,Intel,625,2,7.0,FCBGA1283,Laptop
Qualcomm MSM8974PRO-AB,Qualcomm MSM8974PRO AB,Unknown,625,4,,unknown,Mobile/Embedded
ARM Cortex-A72 2 Core 0 MHz,ARM Cortex A72 2 Core 0 MHz,Intel,625,2,,unknown,Unknown
Intel Pentium U5600,Pentium U5600,Intel,624,2,18.0,BGA1288,Laptop
AMD Turion X2 Dual-Core Mobile RM-70,Turion X2 Dual Core Mobile RM 70,Intel,624,2,31.0,S1,Laptop
AMD Turion X2 Dual-Core Mobile RM-74,Turion X2 Dual Core Mobile RM 74,Intel,623,2,35.0,S1,Laptop
Intel Pentium 957,Pentium 957,Intel,622,2,17.0,FCBGA1023,Laptop
AMD Athlon 64 X2 QL-64,Athlon 64 X2 QL 64,AMD,622,2,35.0,S1,Laptop
Intel Atom Z3745,Atom Z3745,Intel,621,4,4.0,UTFCBGA1380,Laptop
AMD GX-212JC SOC,GX 212JC SOC,AMD,619,2,6.0,FT3b,Laptop
MT6795MM,MT6795MM,Unknown,618,8,,unknown,Mobile/Embedded
AMD Athlon Dual Core 4050e,Athlon Dual Core 4050e,Intel,616,2,45.0,AM2,Desktop
Intel Celeron 877,Celeron 877,Intel,615,2,17.0,BGA1023,Laptop
Intel Atom Z3740D,Atom Z3740D,Intel,614,4,4.4,UTFCBGA1380,Laptop
MediaTek MT6761V/WBB,MediaTek MT6761V/WBB,Unknown,613,4,,unknown,Mobile/Embedded
Generic DT based system,Generic DT based system,Unknown,612,4,,unknown,Mobile/Embedded
AMD Athlon 64 X2 Dual Core 3800+,Athlon 64 X2 Dual Core 3800+,Intel,611,2,89.0,AM2,Desktop
Qualcomm MSM8974PRO-AC,Qualcomm MSM8974PRO AC,Unknown,611,4,,unknown,Mobile/Embedded
AMD Athlon 64 X2 QL-65,Athlon 64 X2 QL 65,AMD,609,2,35.0,S1,Laptop
Intel Core2 Duo L7700,Core2 Duo L7700,Intel,607,2,17.0,unknown,Laptop
AMD Athlon II X2 250u,Athlon II X2 250u,AMD,604,2,25.0,AM3,Desktop
Intel Celeron N3000,Celeron N3000,Intel,604,2,4.0,FCBGA1170,Laptop
AMD Turion X2 Dual Core L510,Turion X2 Dual Core L510,Intel,603,2,20.0,ASB1,Laptop
AMD E1 Micro-6200T APU,E1 Micro 6200T APU,AMD,600,2,3.95,FT3b,Laptop
Intel Xeon 5110,Xeon 5110,Intel,600,2,65.0,LGA771,Server
AMD TurionX2 Ultra DualCore Mobile ZM-87,TurionX2 Ultra DualCore Mobile ZM 87,Intel,599,2,35.0,S1,Mobile/Embedded
Rockchip (Device Tree),Rockchip (Device Tree),Unknown,598,4,,unknown,Mobile/Embedded
Intel Pentium T2410,Pentium T2410,Intel,598,2,,unknown,Unknown
AMD E1-2500 APU,E1 2500 APU,AMD,597,2,15.0,FT3,Laptop
Intel Core2 Duo E6320,Core2 Duo E6320,Intel,597,2,65.0,PLGA775,Desktop
AMD Athlon 64 X2 Dual Core 3600+,Athlon 64 X2 Dual Core 3600+,Intel,596,2,65.0,AM2,Desktop
Intel Atom S1260,Atom S1260,Intel,596,2,8.5,FCBGA1283,Server
Intel Core2 Duo T5550,Core2 Duo T5550,Intel,596,2,35.0,PGA478,Laptop
Intel Celeron J1750,Celeron J1750,Intel,595,2,10.0,FCBGA1170,Desktop
AMD Athlon 64 X2 Dual Core BE-2300,Athlon 64 X2 Dual Core BE 2300,Intel,594,2,45.0,AM2,Desktop
AMD Opteron 1212,Opteron 1212,AMD,593,2,103.0,AM2,Server
Intel Celeron N3050,Celeron N3050,Intel,592,2,6.0,FCBGA1170,Laptop
Intel Core2 Duo E6300,Core2 Duo E6300,Intel,592,2,65.0,"LGA775, PLGA775",Desktop
AMD Athlon X2 Dual Core BE-2350,Athlon X2 Dual Core BE 2350,Intel,591,2,45.0,AM2,Desktop
AMD Turion 64 X2 Mobile TL-60,Turion 64 X2 Mobile TL 60,AMD,591,2,31.0,S1,Laptop
AMD Turion II Neo N40L Dual-Core,Turion II Neo N40L Dual Core,Intel,589,2,15.0,BGA812,Laptop
AMD Turion Dual-Core RM-74,Turion Dual Core RM 74,Intel,588,2,35.0,S1,Laptop
Qualcomm MSM8974PRO-AA,Qualcomm MSM8974PRO AA,Unknown,587,4,,unknown,Mobile/Embedded
Intel Atom Z3745D,Atom Z3745D,Intel,585,4,4.4,unknown,Laptop
Intel Core2 Duo U9600,Core2 Duo U9600,Intel,584,2,10.0,BGA956,Laptop
Intel Celeron 847E,Celeron 847E,Intel,584,2,17.0,FCBGA1023,Laptop
Intel Atom C2338,Atom C2338,Intel,584,2,7.0,FCBGA1283,Laptop
AMD E1-7010 APU,E1 7010 APU,AMD,582,2,10.0,BGA769 (FT3b),Laptop
Intel Xeon MV 3.20GHz,Xeon MV 3.20GHz,Intel,582,2,90.0,mPGA604,Server
AMD Athlon 64 X2 QL-67,Athlon 64 X2 QL 67,AMD,582,2,35.0,S1,Laptop
Qualcomm MSM8917,Qualcomm MSM8917,Unknown,582,4,,unknown,Mobile/Embedded
Intel Celeron J1800,Celeron J1800,Intel,581,2,10.0,FCBGA1170,Desktop
MT8766A,MT8766A,Unknown,581,4,,unknown,Mobile/Embedded
Intel Celeron N2840,Celeron N2840,Intel,580,2,7.0,FCBGA1170,Laptop
Pentium Dual-Core T4200,Pentium Dual Core T4200,Intel,578,2,,unknown,Mobile/Embedded
AMD Athlon 64 X2 Dual-Core TK-42,Athlon 64 X2 Dual Core TK 42,Intel,577,2,20.0,unknown,Unknown
Intel Celeron 1019Y,Celeron 1019Y,Intel,576,2,10.0,FCBGA1023,Desktop
Intel Core2 Duo L7500,Core2 Duo L7500,Intel,575,2,17.0,BGA479,Laptop
MT6761V/CAB,MT6761V/CAB,Unknown,575,4,,unknown,Mobile/Embedded
AMD Athlon 64 X2 Dual Core BE-2350,Athlon 64 X2 Dual Core BE 2350,Intel,573,2,45.0,AM2,Desktop
MediaTek MT8168A,MediaTek MT8168A,Unknown,571,4,,unknown,Mobile/Embedded
AMD Athlon X2 Dual Core BE-2300,Athlon X2 Dual Core BE 2300,Intel,570,2,45.0,AM2,Desktop
Intel Celeron 857,Celeron 857,Intel,569,2,17.0,BGA1023,Laptop
MediaTek MT6737T,MediaTek MT6737T,Unknown,568,4,,unknown,Mobile/Embedded
AMD Athlon 64 X2 3800+,Athlon 64 X2 3800+,AMD,566,2,89.0,939,Desktop
Qualcomm MSM 8974 HAMMERHEAD (Flattened Device Tre,Qualcomm MSM 8974 HAMMERHEAD (Flattened Device Tre,Unknown,566,4,,unknown,Mobile/Embedded
AMD Turion II Neo K625 Dual-Core,Turion II Neo K625 Dual Core,Intel,565,2,15.0,S1,Laptop
AMD Athlon X2 Dual Core 6850e,Athlon X2 Dual Core 6850e,Intel,564,2,22.0,unknown,Unknown
AMD Sempron Dual Core 2200,Sempron Dual Core 2200,Intel,563,2,65.0,unknown,Unknown
Intel Celeron 867,Celeron 867,Intel,562,2,17.0,BGA1023,Laptop
AMD Sempron 2650 APU,Sempron 2650 APU,AMD,561,2,25.0,"AM1,FSB1",Desktop
Intel Core2 Duo E4300,Core2 Duo E4300,Intel,561,2,65.0,LGA775,Desktop
AMD Turion Dual-Core RM-70,Turion Dual Core RM 70,Intel,561,2,31.0,S1,Laptop
Intel Celeron U3600,Celeron U3600,Intel,560,2,18.0,BGA1288,Laptop
"Qualcomm Technologies, Inc MSM8929","Qualcomm Technologies, Inc MSM8929",Unknown,560,8,,unknown,Mobile/Embedded
ARM Cortex-A53 4 Core 1800 MHz,ARM Cortex A53 4 Core 1800 MHz,Intel,558,4,,unknown,Unknown
Intel Atom Z3735E,Atom Z3735E,Intel,557,4,4.4,UTFCBGA1380,Laptop
AMD Sempron Dual Core 2300,Sempron Dual Core 2300,Intel,555,2,65.0,unknown,Unknown
AMD Athlon 64 X2 QL-62,Athlon 64 X2 QL 62,AMD,553,2,35.0,S1,Laptop
Intel Pentium E2140,Pentium E2140,Intel,549,2,65.0,"LGA775, PLGA775",Desktop
Intel T1500,T1500,Intel,548,2,,unknown,Unknown
Intel Celeron,Celeron,Intel,548,1,,unknown,Unknown
Intel Pentium T2390,Pentium T2390,Intel,547,2,35.0,PPGA478,Laptop
MediaTek MT6762V/CN,MediaTek MT6762V/CN,Unknown,546,4,,unknown,Mobile/Embedded
MediaTek MT8163,MediaTek MT8163,Unknown,545,4,,unknown,Mobile/Embedded
Qualcomm APQ8084,Qualcomm APQ8084,Unknown,544,4,,unknown,Mobile/Embedded
Intel Atom Z3735F,Atom Z3735F,Intel,544,4,4.4,UTFCBGA592,Laptop
Intel Core2 Duo T5450,Core2 Duo T5450,Intel,543,2,35.0,PGA478,Laptop
MT6761V/WD,MT6761V/WD,Unknown,543,4,,unknown,Mobile/Embedded
AMD E1-6015 APU,E1 6015 APU,AMD,542,2,,BGA769 (FT3b),Laptop
Intel Celeron N2830,Celeron N2830,Intel,542,2,7.5,FCBGA1170,Laptop
Intel Pentium U5400,Pentium U5400,Intel,538,2,18.0,BGA1288,Laptop
mt6762m,mt6762m,Unknown,538,4,,unknown,Mobile/Embedded
Amlogic,Amlogic,Unknown,537,4,,unknown,Unknown
Intel Pentium T2330,Pentium T2330,Intel,536,2,35.0,PPGA478,Laptop
AMD TurionX2 Dual Core Mobile RM-70,TurionX2 Dual Core Mobile RM 70,Intel,536,2,31.0,S1,Laptop
AMD Athlon 64 X2 Dual-Core TK-53,Athlon 64 X2 Dual Core TK 53,Intel,535,2,31.0,unknown,Unknown
AMD Sempron Dual Core 2100,Sempron Dual Core 2100,Intel,533,2,65.0,unknown,Unknown
Intel Celeron N2808,Celeron N2808,Intel,532,2,4.5,FCBGA1170,Laptop
Intel Atom C2350,Atom C2350,Intel,532,2,6.0,FCBGA1283,Server
AMD Athlon 64 X2 Dual Core 3400+,Athlon 64 X2 Dual Core 3400+,Intel,531,2,89.0,754,Desktop
AMD Opteron 165,Opteron 165,AMD,531,2,110.0,939,Server
Intel Core2 Duo T5470,Core2 Duo T5470,Intel,531,2,35.0,PGA478,Laptop
Intel Core2 Duo T5670,Core2 Duo T5670,Intel,530,2,35.0,Socket P,Laptop
MT6739CH,MT6739CH,Unknown,530,4,,unknown,Mobile/Embedded
AMD Athlon Neo X2 Dual Core L335,Athlon Neo X2 Dual Core L335,Intel,529,2,18.0,unknown,Unknown
AMD Athlon II Neo K345 Dual-Core,Athlon II Neo K345 Dual Core,Intel,527,2,12.0,unknown,Laptop
MT8735A,MT8735A,Unknown,527,4,,unknown,Mobile/Embedded
AMD Athlon 64 X2 Dual-Core TK-55,Athlon 64 X2 Dual Core TK 55,Intel,525,2,35.0,unknown,Unknown
AMD E1-6010 APU,E1 6010 APU,AMD,522,2,10.0,FT3b,Laptop
AMD Turion X2 Ultra Dual-Core Mobile ZM-80,Turion X2 Ultra Dual Core Mobile ZM 80,Intel,521,2,32.0,S1,Laptop
MT6592,MT6592,Unknown,521,8,,unknown,Mobile/Embedded
Celeron Dual-Core T3100,Celeron Dual Core T3100,Intel,519,2,35.0,BGA479,Laptop
Intel Celeron T1600,Celeron T1600,Intel,519,2,35.0,unknown,Laptop
AMD Athlon 64 FX-57,Athlon 64 FX 57,AMD,517,1,104.0,939,Desktop
Intel Core2 Duo L7400,Core2 Duo L7400,Intel,516,2,17.0,BGA479,Laptop
Intel T2050,T2050,Intel,516,2,31.0,PPGA478,Unknown
Intel Pentium T2310,Pentium T2310,Intel,515,2,35.0,PPGA478,Laptop
ARM Cortex-A17 4 Core 1800 MHz,ARM Cortex A17 4 Core 1800 MHz,Intel,515,4,,unknown,Unknown
Intel Core2 Duo T5500,Core2 Duo T5500,Intel,513,2,34.0,PGA478,Laptop
Intel Atom D2701,Atom D2701,Intel,511,2,10.0,BGA559,Laptop
Intel Core2 Duo SU9400,Core2 Duo SU9400,Intel,509,2,10.0,BGA956,Laptop
Rockchip RK3288 (Flattened Device Tree),Rockchip RK3288 (Flattened Device Tree),Unknown,508,4,,unknown,Mobile/Embedded
AMD Sempron 145,Sempron 145,AMD,505,1,45.0,AM3,Desktop
Intel Atom Z3736F,Atom Z3736F,Intel,502,4,4.4,UTFCBGA592,Laptop
AMD Sempron 130,Sempron 130,AMD,501,1,45.0,AM2+/AM3,Unknown
AMD E2-2000 APU,E2 2000 APU,AMD,501,2,18.0,"BGA413,FT1",Laptop
Intel Core2 Duo U7300,Core2 Duo U7300,Intel,501,2,10.0,BGA956,Laptop
Intel Pentium T2370,Pentium T2370,Intel,500,2,35.0,PPGA478,Laptop
AMD Sempron 150,Sempron 150,AMD,498,1,45.0,AM3,Desktop
Intel Core Duo T2700,Duo T2700,Intel,498,2,31.0,BGA479,Laptop
Intel Pentium D 940,Pentium D 940,Intel,498,2,130.0,PLGA775,Desktop
AMD Turion X2 Dual Core Mobile RM-70,Turion X2 Dual Core Mobile RM 70,Intel,497,2,31.0,S1,Laptop
MediaTek MT6735,MediaTek MT6735,Unknown,497,4,,unknown,Mobile/Embedded
Intel Core2 Duo T5270,Core2 Duo T5270,Intel,496,2,35.0,PGA478,Laptop
MT8735,MT8735,Unknown,495,4,,unknown,Mobile/Embedded
Intel Celeron G460,Celeron G460,Intel,494,1,35.0,LGA1155,Desktop
Intel Pentium D 830,Pentium D 830,Intel,494,2,95.0,PLGA775,Desktop
Intel Atom D2700,Atom D2700,Intel,492,2,10.0,BGA559,Desktop
Intel Celeron E1200,Celeron E1200,Intel,492,2,65.0,LGA775,Desktop
Intel Core2 Duo L7300,Core2 Duo L7300,Intel,489,2,17.0,BGA479,Laptop
"rockchip,rk3368","rockchip,rk3368",Unknown,489,8,,unknown,Mobile/Embedded
Intel Atom Z3770D,Atom Z3770D,Intel,488,4,4.4,BGA1380,Laptop
Intel Celeron N3010,Celeron N3010,Intel,486,2,4.0,FCBGA1170,Laptop
Intel Celeron N2815,Celeron N2815,Intel,486,2,7.5,FCBGA1170,Laptop
Intel Core2 Duo U9300,Core2 Duo U9300,Intel,485,2,10.0,BGA956,Laptop
AMD Athlon 64 3100+,Athlon 64 3100+,AMD,484,1,89.0,754,Desktop
Intel Core i3-330UM,i3 330UM,Intel,484,2,18.0,BGA1288,Laptop
Intel Core2 Duo T5250,Core2 Duo T5250,Intel,483,2,35.0,PGA478,Laptop
Intel Celeron G465,Celeron G465,Intel,480,1,35.0,LGA1155,Desktop
Intel Celeron N2806,Celeron N2806,Intel,479,2,4.5,FCBGA1170,Laptop
Intel Xeon 3.20GHz,Xeon 3.20GHz,Intel,478,1,103.0,PPGA604,Server
AMD Turion 64 X2 Mobile TL-58,Turion 64 X2 Mobile TL 58,AMD,478,2,31.0,S1,Laptop
AMD Athlon II Neo N36L Dual-Core,Athlon II Neo N36L Dual Core,Intel,478,2,12.0,unknown,Laptop
AMD E-350D APU,E 350D APU,AMD,478,2,18.0,unknown,Unknown
MT8167A,MT8167A,Unknown,478,4,,unknown,Mobile/Embedded
Intel Pentium SU4100,Pentium SU4100,Intel,476,2,10.0,BGA956,Laptop
AMD Athlon Neo X2 Dual Core L325,Athlon Neo X2 Dual Core L325,Intel,476,2,18.0,unknown,Unknown
Intel T1400,T1400,Intel,475,2,,unknown,Unknown
AMD E1-2200 APU,E1 2200 APU,AMD,474,2,9.0,FT3,Laptop
Intel Celeron U3400,Celeron U3400,Intel,473,2,18.0,BGA1288,Laptop
AMD Sempron 140,Sempron 140,AMD,471,1,45.0,AM3,Desktop
AMD TurionX2 Dual Core Mobile RM-72,TurionX2 Dual Core Mobile RM 72,Intel,471,2,35.0,S1,Laptop
Intel Celeron 847,Celeron 847,Intel,470,2,17.0,BGA1023,Laptop
AMD G-T56N,G T56N,AMD,470,2,18.0,FT1,Laptop
Intel Celeron N2820,Celeron N2820,Intel,469,2,7.5,FCBGA1170,Laptop
Intel Pentium Extreme Edition 955,Pentium Extreme Edition 955,Intel,469,2,130.0,PLGA775,Desktop
Intel Core2 Duo L7100,Core2 Duo L7100,Intel,467,2,,BGA956,Laptop
AMD Athlon 64 FX-59,Athlon 64 FX 59,AMD,465,1,,939,Desktop
AMD Athlon 64 X2 QL-60,Athlon 64 X2 QL 60,AMD,465,2,35.0,S1,Laptop
Intel Atom E3827,Atom E3827,Intel,460,2,8.0,FCBGA1170,Laptop
ARM Cortex-A53 4 Core 1392 MHz,ARM Cortex A53 4 Core 1392 MHz,Intel,459,4,,unknown,Unknown
AMD Opteron 154,Opteron 154,AMD,457,1,104.0,939,Server
Unisoc SC9832e,Unisoc SC9832e,Unknown,457,4,,unknown,Mobile/Embedded
AMD Athlon Neo X2 Dual Core 6850e,Athlon Neo X2 Dual Core 6850e,Intel,456,2,22.0,unknown,Unknown
"Qualcomm Technologies, Inc MSM8917","Qualcomm Technologies, Inc MSM8917",Unknown,456,4,,unknown,Mobile/Embedded
"Qualcomm Technologies, Inc QM215","Qualcomm Technologies, Inc QM215",Unknown,455,4,,unknown,Mobile/Embedded
AMD Turion 64 X2 Mobile TL-56,Turion 64 X2 Mobile TL 56,AMD,453,2,31.0,S1,Laptop
QCT APQ8064 DEB,QCT APQ8064 DEB,Unknown,453,4,,unknown,Mobile/Embedded
AMD Opteron 254,Opteron 254,AMD,451,1,68.0,940,Server
Intel Core Duo T2600,Duo T2600,Intel,450,2,31.0,BGA479,Laptop
Intel Celeron N2807,Celeron N2807,Intel,450,2,4.3,FCBGA1170,Laptop
MT8167D,MT8167D,Unknown,450,4,,unknown,Mobile/Embedded
QCT APQ8064 FLO,QCT APQ8064 FLO,Unknown,449,4,,unknown,Mobile/Embedded
ARM Cortex-A53 4 Core 1512 MHz,ARM Cortex A53 4 Core 1512 MHz,Intel,448,4,,unknown,Unknown
Intel Celeron SU2300,Celeron SU2300,Intel,445,2,10.0,BGA956,Laptop
Intel Celeron 450,Celeron 450,Intel,445,1,35.0,LGA775,Desktop
Intel Celeron 925,Celeron 925,Intel,444,1,35.0,unknown,Laptop
SAMSUNG JF,SAMSUNG JF,Unknown,443,4,,unknown,Mobile/Embedded
AMD E2-1800 APU,E2 1800 APU,AMD,442,2,18.0,FT1,Desktop
AMD G-T56E,G T56E,AMD,442,2,18.0,FT1,Laptop
